판매소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,사업자등록번호,대형폐기물스티커판매여부,영업상태명,전화번호,지정일자,폐업일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
이마트24 강릉포남 대박점,강원특별자치도,강릉시,강원특별자치도 강릉시 경강로 2211(포남동),,37.7620583968,128.9054574052,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
지에스25 강릉회산점,강원특별자치도,강릉시,"강원특별자치도 강릉시 강변로72 ,상가동1층102,103호(강릉회산엘에이치천년나무)",,37.7426591472,128.8774589346,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
세븐일레븐 관동대원룸점,강원특별자치도,강릉시,강원특별자치도 강릉시 범일로 555번길27(내곡동),,37.7358586048,128.8783211767,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
지에스(GS)25관대빌리지점,강원특별자치도,강릉시,"강원특별자치도 강릉시 관솔길 10, 1층(회산동)",,37.7404710466,128.8689950891,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
이마트24 강릉송정신원점,강원특별자치도,강릉시,"강원특별자치도 강릉시 경강로 2498, 상가 1층 102, 103호",,37.7731086988,128.9329224094,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
세븐일레븐 송정해변점,강원특별자치도,강릉시,"강원특별자치도 강릉시 창해로 85-13, 1층(송정동)",,37.7777880372,128.9391035028,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
송정 물레방아 휴게소,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로 118(송정동),,37.7800974242,128.9371307025,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
은성편의점,강원특별자치도,강릉시,강원특별자치도 강릉시 남강초교1길 57(송정동),,37.7699870133,128.9212661552,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
경북슈퍼,강원특별자치도,강릉시,"강원특별자치도 강릉시 경강로 2489, 1동 2호(송정동)",,37.7751722213,128.9316715715,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
지에스(GS)25 강릉아이파크점,강원특별자치도,강릉시,"강원특별자치도 강릉시 경강로 2511, 101호,102호(송정동,강릉아이파크 근린생활시설)",,37.7749787941,128.9353990252,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
씨유 강릉송정로점,강원특별자치도,강릉시,"강원특별자치도 강릉시 송정길 28, 1층 101호(송정동)",,37.7774332324,128.9317206645,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
㈜솔향강릉오토캠핑장,강원특별자치도,강릉시,"강원특별자치도 강릉시 경강로 2572, 1층(견소동)",,37.773113517,128.9406012449,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
세븐일레븐강릉송정점,강원특별자치도,강릉시,"강원특별자치도 강릉시 팔송길 27, 1층 (송정동)",,37.7764625676,128.9348556148,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
gs25강릉안목점,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로10,,37.773201209,128.9459010442,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
씨유강릉안목해변점,강원특별자치도,강릉시,"강원특별자치도 강릉시 창해로14번길16, 1층(견소동)",,37.7728948763,128.9468635577,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
지에스25 안목해맞이점,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로14번길 30(견소동),,37.7720014532,128.9479955248,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
㈜이마트 강릉점,강원특별자치도,강릉시,강원특별자치도 강릉시 경강로 2398-10 (송정동),,37.7705995464,128.9226487021,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
송정마트,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로 141(송정동),,37.7810671886,128.9347674093,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
구영마트,강원특별자치도,강릉시,강원특별자치도 강릉시 경강로2539번길 11(견소동),,37.7750731175,128.9375466916,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
지에스(GS25) 강문삼거리,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로 374(강문동),,37.7958402414,128.9166512476,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
세븐일레븐 강릉 세인트존스점,강원특별자치도,강릉시,"강원특별자치도 강릉시 창해로 307, S동 111호",,37.7912807518,128.920931375,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
지에스(GS)25 강문해변점,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로 350번길 23-1(강문동),,37.7961187124,128.9172752181,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
GS25 그랑블루점,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로 271 (강문동),,37.7889535491,128.9239274307,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
GS25 초당현대점,강원특별자치도,강릉시,강원특별자치도 강릉시 초당원길 26-1(초당동),,37.7843209466,128.9167759699,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
세븐일레븐 경포비치점,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로 435(강문동),,37.8000115504,128.9130446068,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
지에스(GS)25 강릉초당점,강원특별자치도,강릉시,강원특별자치도 강릉시 연당길97 (초당동),,37.785781658,128.9133796086,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
영플러스할인마트,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로 380(강문동),,37.7962762139,128.9163874473,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
주식회사 월드마트,강원특별자치도,강릉시,강원특별자치도 강릉시 연당길 74(초당동),,37.7843345196,128.9153712359,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
부산슈퍼,강원특별자치도,강릉시,강원특별자치도 강릉시 보래미하길 34(포남동),,37.772563562,128.9107780587,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
세븐일레븐(강릉대림점),강원특별자치도,강릉시,강원특별자치도 강릉시 남부로137번길 26(노암동),,37.744405078,128.895509027,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
㈜연한 훼미리,강원특별자치도,강릉시,강원특별자치도 강릉시 유산로 68 (유산동),,37.7379380449,128.9179864225,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
씨유강릉남산한라,강원특별자치도,강릉시,"강원특별자치도 강릉시 남부로125번길 5, 상가동 102호(노암동,노암3차한라아파트)",,37.7422612951,128.8937806214,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
세븐일레븐,강원특별자치도,강릉시,강원특별자치도 강릉시 율곡로2738번길1(노암동),,37.7513490249,128.9061309063,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
쌍용T＆C,강원특별자치도,강릉시,강원특별자치도 강릉시 남부로136번길 11,,37.7413654756,128.8961960721,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
GS25 강릉노암점,강원특별자치도,강릉시,강원특별자치도 강릉시 임영로 28(노암동),,37.7449176492,128.8968698369,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
GS25 강릉내곡기산점,강원특별자치도,강릉시,강원특별자치도 강릉시 범일로 532(내곡동),,37.7349266134,128.8804151444,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
세븐일레븐 관동대점,강원특별자치도,강릉시,강원특별자치도 강릉시 관솔길 117(내곡동),,37.7390444903,128.8790136915,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
씨유 강릉관동점,강원특별자치도,강릉시,강원특별자치도 강릉시 강변로 182번길 11(내곡동),,37.7459654569,128.889315141,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
이마트24 강릉관동대점,강원특별자치도,강릉시,강원특별자치도 강릉시 관대길27(내곡동),,37.7394660636,128.8777718878,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
씨유관동대후문점,강원특별자치도,강릉시,"강원특별자치도 강릉시 관솔길59, 1층(회산동)",,37.7378854664,128.8725393431,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
씨유 강릉내곡점,강원특별자치도,강릉시,강원특별자치도 강릉시 강변로114번길 7(내곡동),,37.7445091128,128.8819151813,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
씨유 관대정문점,강원특별자치도,강릉시,강원특별자치도 강릉시 범일로555번길 24-11,,37.7365572461,128.8779403434,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
씨유 강릉관솔점,강원특별자치도,강릉시,강원특별자치도 강릉시 관대길35(내곡동),,37.7391532553,128.8769598285,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
지에스25강릉현대점,강원특별자치도,강릉시,"강원특별자치도 강릉시 범일로 647, 상가동 103,104호 (내곡동)",,37.7445647822,128.8833418036,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
gs25강릉내곡점,강원특별자치도,강릉시,강원특별자치도 강릉시 남산초교길12번길 33 (내곡동) 삼창상가302호,,37.7448299443,128.8871001702,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
그린오피스 강릉점 연우,강원특별자치도,강릉시,강원특별자치도 강릉시 강변로 120 (내곡동),,37.7451738171,128.8820749602,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
내곡D/C마트,강원특별자치도,강릉시,강원특별자치도 강릉시 강변로114번길 3 (내곡동),,37.7448996833,128.881872322,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
강릉축산농협 하나로마트 내곡점,강원특별자치도,강릉시,강원특별자치도 강릉시 범일로 604(내곡동),,37.7413001421,128.8807966094,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
주식회사 월드마트 내곡점,강원특별자치도,강릉시,강원특별자치도 강릉시 남산초교길 23(내곡동),,37.7454023689,128.8909418235,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
CU 관대사랑점,강원특별자치도,강릉시,강원특별자치도 강릉시 관대길 36 (내곡동),,37.739359092,128.8768810838,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
지에스(gs)25 강릉관대주공점,강원특별자치도,강릉시,"강원특별자치도 강릉시 관대길16번길 6, 101호(내곡동,주공상가)",,37.7418361395,128.8790183744,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
명주할인마트,강원특별자치도,강릉시,"강원특별자치도 강릉시 강변로 72, 101호(회산동,회산2단지상가)",,37.7426591472,128.8774589346,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
지에스(GS)25 회산현대점,강원특별자치도,강릉시,"강원특별자치도 강릉시 회산로383번길 37, 104호 근린생활시설(회산동)",,37.7415998015,128.8652205994,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
씨유 가톨릭관동대점,강원특별자치도,강릉시,"강원특별자치도 강릉시 범일로579번길 24, 지하1층(내곡동, 가톨릭관동대학교 창조관)",,37.7373287772,128.8737045796,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
CU강릉블루밍점,강원특별자치도,강릉시,"강원특별자치도 강릉시 범일로 579번길 29-13, 1층",,37.7375171701,128.8792637652,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
세븐일레븐(회산원룸점),강원특별자치도,강릉시,강원특별자치도 강릉시 관솔길 14 (회산동),,37.7401473401,128.8691333968,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
로그인회산점,강원특별자치도,강릉시,"강원특별자치도 강릉시 회산로 372, 1층 5호 (회산동)",,37.7410215839,128.8683968138,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
GS25 해상공원점,경상북도,영덕군청,경상북도 영덕군 강구면 동해대로 4332,,36.3449486517,129.3817142125,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
씨유영덕삼사파나크점,경상북도,영덕군청,경상북도 영덕군 강구면 해상공원길 200,,,,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
영덕건재사,경상북도,영덕군청,경상북도 영덕군 영덕읍 영덕로 138,,36.4070500321,129.3758866489,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
지에스(GS)25 영덕센터점,경상북도,영덕군청,경상북도 영덕군 중앙길 96,,,,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
영덕정육점,경상북도,영덕군청,경상북도 영덕군 강영로 511,,,,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
불밝히는집,경상북도,영덕군청,,경상북도 영덕군 강구면 강구리 83-5,36.3662184919,129.3843136718,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
제이엠 편의점,경상북도,영덕군청,,경상북도 영덕군 강구면 하저리 19-2,36.3915142425,129.4135952444,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
강구수협,경상북도,영덕군청,,경상북도 영덕군 강구면 강구리 256-48,36.3595809688,129.3867620143,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
하프타임(강구점),경상북도,영덕군청,,경상북도 영덕군 강구면 금진리 608,36.3685951534,129.3952404967,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
세븐일레븐(강구용진점),경상북도,영덕군청,,경상북도 영덕군 강구면 강구리 38-1,,,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
CU 강구대로점,경상북도,영덕군청,,경상북도 영덕군 강구면 오포리 539,36.3609227071,129.3789077641,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
강구식자재할인마트,경상북도,영덕군청,,경상북도 영덕군 강구면 오포리 36-13,36.3543664598,129.3801223525,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
CU 영덕 오포점,경상북도,영덕군청,,경상북도 영덕군 강구면 오포리 1-10,36.3564542012,129.3854201087,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
GS25 강구오포점,경상북도,영덕군청,,경상북도 영덕군 강구면 오포리 74-9,36.3571872442,129.380822458,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
한일수퍼,경상북도,영덕군청,,경상북도 영덕군 강구면 강구4리 253-3,,,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
동양상회,경상북도,영덕군청,,경상북도 영덕군 강구면 오포리 43-14,36.3553882799,129.3799929758,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
공원매점,경상북도,영덕군청,,경상북도 영덕군 강구면 삼사리 9-87,36.3495563382,129.3841586233,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
만물슈퍼,경상북도,영덕군청,,경상북도 영덕군 강구면 오포리 352,,,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
시장슈퍼,경상북도,영덕군청,,경상북도 영덕군 강구면 강구리 345,,,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
대성마트,경상북도,영덕군청,,경상북도 영덕군 강구면 강구1리 528,,,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
삼칠슈퍼,경상북도,영덕군청,,경상북도 영덕군 강구면 오포리 47-5,36.355921421,129.3798954929,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
오삼슈퍼,경상북도,영덕군청,,경상북도 영덕군 강구면 오포리 3-24,36.3559494751,129.3862010898,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
미성슈퍼,경상북도,영덕군청,,경상북도 영덕군 강구면 오포리 72,,,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
해변슈퍼,경상북도,영덕군청,,경상북도 영덕군 강구면 오포3리 8-8,,,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
금광천막,경상북도,영덕군청,,경상북도 영덕군 강구면 오포리 583,,,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
신화종합장식,경상북도,영덕군청,,경상북도 영덕군 강구면 강구1리 435,,,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
그린마트,경상북도,영덕군청,,경상북도 영덕군 강구면 강구리 342,36.3597218614,129.3844582343,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
훼미리마트(강구동경점),경상북도,영덕군청,,경상북도 영덕군 강구면 소월리 174-4,36.3828689018,129.3730237062,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
미니슈퍼,경상북도,영덕군청,,경상북도 영덕군 강구면 오포리713,36.3577145167,129.3883238752,,N,영업,,,,경상북도 영덕군청,2025-06-05,5180000,경상북도 영덕군
강원양돈축산업협동조합 성덕지점,강원특별자치도,강릉시,강원특별자치도 강릉시 성덕로 277 (입암동),,37.7571336121,128.9245540905,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
사오마트,강원특별자치도,강릉시,강원특별자치도 강릉시 성덕포남로 87(입암동),,37.7618018185,128.9161999383,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
강릉축산농협 하나로마트 입암점,강원특별자치도,강릉시,강원특별자치도 강릉시 용지로 20(입암동),,37.7539588022,128.9131701723,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
미소자원산업,강원특별자치도,강릉시,강원특별자치도 강릉시 율곡로 2598(청량동),,37.7430366877,128.9176285263,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
종합수지환경,강원특별자치도,강릉시,강원특별자치도 강릉시 강변로692번길 11-16(병산동),,37.7685971703,128.9372196829,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
삼경포장사,강원특별자치도,강릉시,강원특별자치도 강릉시 강변로 352(입암동),,37.7540352321,128.9054744984,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
남경알뜰한마트,강원특별자치도,강릉시,강원특별자치도 강릉시 입암로 33(입암동),,37.7503237808,128.9118351377,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
세븐일레븐 강릉5주공점,강원특별자치도,강릉시,"강원특별자치도 강릉시 월대산로 43, 상가동 1층 102호(입암동)",,37.7601133227,128.9151949468,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
씨유강릉입압강변로점,강원특별자치도,강릉시,강원특별자치도 강릉시 강변로 366(입암동),,37.7548723738,128.9065331192,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
CU강릉입암사오주공점,강원특별자치도,강릉시,"강원특별자치도 강릉시 성덕포남로 89-12, 102호(입암동)",,37.7617274691,128.915115961,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
GS25 강릉공단점,강원특별자치도,강릉시,강원특별자치도 강릉시 강변로 534번길 22 (입암동),,37.7642360768,128.9196409055,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
씨유강릉입암태평양점,강원특별자치도,강릉시,"강원특별자치도 강릉시 입암로91번길 46, 1층 (입암동)",,37.7560400155,128.9114384564,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
세븐일레븐 강릉입암현대점,강원특별자치도,강릉시,강원특별자치도 강릉시 용지로 19(입암동),,37.7524434414,128.9116641436,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
입암2 주공슈퍼,강원특별자치도,강릉시,강원특별자치도 강릉시 강변로 508(입암동),,37.7639168219,128.9148915841,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
태경슈퍼,강원특별자치도,강릉시,강원특별자치도 강릉시 강중길46번길 17-2(입암동),,37.7543696465,128.9103295126,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
지에스(GS)25강릉노암한라점,강원특별자치도,강릉시,"강원특별자치도 강릉시 남부로125번길 4, 1층(노암동)",,37.7424118649,128.8940976716,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
아이 사랑 푸드,강원특별자치도,강릉시,"강원특별자치도 강릉시 남부로 90, C동 302호(노암동)",,37.7398799508,128.8905412884,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
아마트24 강릉축구공원점,강원특별자치도,강릉시,강원특별자치도 강릉시 남부로212번길 13-6 (노암동),,37.7423909961,128.9042064893,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
세븐일레븐 강릉강변로점,강원특별자치도,강릉시,"강원특별자치도 강릉시 강변로 262, 1층",,37.7491064106,128.8973385896,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
CU강릉노암율곡로점,강원특별자치도,강릉시,강원특별자치도 강릉시 율곡로 2745 (노암동),,37.7516862248,128.9052221566,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
강릉원예농업협동조합,강원특별자치도,강릉시,강원특별자치도 강릉시 남부로 147(노암동),,37.7428837108,128.8965348721,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
세븐일레븐 강릉노암스타점,강원특별자치도,강릉시,"강원특별자치도 강릉시 노가니길24,1층(노암동)",,37.7482545166,128.9007905749,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
부흥미니슈퍼,강원특별자치도,강릉시,강원특별자치도 강릉시 노암길10번길 1(노암동),,37.7458711648,128.8979456081,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
(공)18지구대,강원특별자치도,강릉시,강원특별자치도 강릉시 월호평길 117,,37.7531891605,128.9307011259,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
씨유강릉노암점,강원특별자치도,강릉시,"강원특별자치도 강릉시 임영로49 , 1층(노암동)",,37.7467633692,128.896703112,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
모산편의점,강원특별자치도,강릉시,강원특별자치도 강릉시 모산로 209,,37.7294259689,128.9014163719,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
이마트24 강릉노암점,강원특별자치도,강릉시,"강원특별자치도 강릉시 임영로26번길 12 (노암동,1층)",,37.7449865369,128.8981748588,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
지에스25강릉강남점,강원특별자치도,강릉시,강원특별자치도 강릉시 연화봉길 28(노암동),,37.7493699382,128.901388079,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
깜장수레푸드주식회사,강원특별자치도,강릉시,강원특별자치도 강릉시 사임당로 620-9(대전동),,37.792629381,128.8538685891,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
지에스(GS)25강릉대로점,강원특별자치도,강릉시,"강원특별자치도 강릉시 동해대로 3292, 1층(죽헌동)",,37.7847700703,128.8744842651,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
지에스(GS)25경포호수점,강원특별자치도,강릉시,"강원특별자치도 강릉시 경포로 489-6, 2동 17,18,19호(안현동)",,37.8040073421,128.9047495824,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
세븐일레븐 강릉원주대점,강원특별자치도,강릉시,강원특별자치도 강릉시 지변길 18번길 11(지변동),,37.7735920371,128.8721180211,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
강릉원주대학교소비자생활협동조합,강원특별자치도,강릉시,강원특별자치도 강릉시 죽헌길 7 (지변동),,37.7656949331,128.8700048366,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
씨유(CU)강릉선수촌8단지점,강원특별자치도,강릉시,"강원특별자치도 강릉시 선수촌로 115, 상가동 101호(유천동,LH선수촌8단지)",,37.7614905342,128.869929584,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
세븐일레븐 경포하남점,강원특별자치도,강릉시,강원특별자치도 강릉시 하남길 323(안현동),,37.8075840327,128.8987239876,000-00-00000,N,영업,,,,강원특별자치도 강릉시청,2025-11-19,4201000,강원특별자치도 강릉시
